epoch,loss,c_loss,gae_loss
176,0.8996713955879039,0.0005480046072005361,0.7900704741477966
177,0.9002721498306302,0.0005536980380096575,0.7895325422286987
178,0.8976638327379032,0.0005591565421914081,0.7858325242996216
179,0.902862797014213,0.0005643651377772113,0.7899897694587708
180,0.8643205773017,0.0003604710157618876,0.7922263741493225
181,0.8633365371989332,0.00036496626295999817,0.7903432846069336
182,0.8668197307519098,0.00036973084684808056,0.7928735613822937
183,0.8627987032177569,0.00037478274357444094,0.7878421545028687
184,0.8636570304080049,0.00037969128759910657,0.7877187728881836
185,0.8643800108783151,0.00038444970506067345,0.7874900698661804
186,0.8603349626747093,0.0003884263340072442,0.7826496958732605
187,0.872972915670788,0.000392423024284421,0.7944883108139038
188,0.8766268975358269,0.0003968238268400537,0.7972621321678162
189,0.8696824183689914,0.00040159934293596027,0.7893625497817993
190,0.8716571016346855,0.0004071114874062155,0.7902348041534424
191,0.8733685677222043,0.0004132885063547044,0.7907108664512634
192,0.8697515865053538,0.00041970200334280893,0.785811185836792
193,0.870121019756544,0.0004254064841853995,0.7850397229194641
194,0.8697056077053938,0.00042936051991124665,0.7838335037231445
195,0.8740017313615751,0.0004322134946069478,0.7875590324401855
196,0.8688940253762429,0.0004350074365278211,0.7818925380706787
197,0.8742433779695351,0.00043809860609904855,0.7866236567497253
198,0.882734657754048,0.0004422685574965891,0.7942809462547302
199,0.8766191847051491,0.0004476113353795359,0.7870969176292419
200,0.8419757010413725,0.00027583128306941175,0.7868094444274902
201,0.8388305244467238,0.0002797957944977179,0.7828713655471802
202,0.8362535100373141,0.00028313808699076935,0.7796258926391602
203,0.8364348710198107,0.00028566822440371056,0.7793012261390686
204,0.8390995980315802,0.0002877960210111726,0.7815403938293457
205,0.8377325056581487,0.00028991258074283086,0.7797499895095825
206,0.8465453577430487,0.0002926633717573886,0.788012683391571
207,0.8394885873297465,0.0002960584638017475,0.780276894569397
208,0.8446035983882483,0.00029953390495088484,0.7846968173980713
209,0.8417326045214435,0.0003025516034063202,0.7812222838401794
210,0.8498757366791843,0.0003053509615140549,0.7888055443763733
211,0.8480025498340703,0.00030804721925168103,0.7863931059837341
212,0.8434443426761327,0.0003109884026812002,0.7812466621398926
213,0.8431318595470033,0.0003142116439645697,0.7802895307540894
214,0.8414232363932509,0.0003176734997000193,0.7778885364532471
215,0.8358394790880231,0.0003210626488886018,0.7716269493103027
216,0.8497256844341033,0.00032420407190882864,0.7848848700523376
217,0.8476721279117813,0.0003270880541669078,0.7822545170783997
218,0.8417003942790013,0.0003302369481635003,0.7756530046463013
219,0.8484905388872629,0.0003333047166073348,0.7818295955657959
220,0.829947917877135,0.00021972521751372647,0.7860028743743896
221,0.8179486620630619,0.00022230606685370096,0.7734874486923218
222,0.8271273522403679,0.00022499300481222147,0.7821287512779236
223,0.8301042867700599,0.00022774574806309832,0.7845551371574402
224,0.8274188382467281,0.0002305342470808084,0.7813119888305664
225,0.8292273537766468,0.0002331079326329288,0.782605767250061
226,0.8351702109181411,0.00023572445670938836,0.7880253195762634
227,0.8232982095459042,0.00023845520435717581,0.775607168674469
228,0.8302111190407861,0.00024104424409537991,0.7820022702217102
229,0.8306029270343304,0.00024363688143706297,0.7818755507469177
230,0.8307531113999079,0.00024603229541430427,0.7815466523170471
231,0.835463914239785,0.00024863080662678176,0.7857377529144287
232,0.8338811499543328,0.00025130217406518204,0.7836207151412964
233,0.8311445538740065,0.00025418123828406443,0.7803083062171936
