epoch,loss,c_loss,gae_loss
0,1.518866324301023,0.000878434895850513,1.3431793451309204
1,1.4982658134848672,0.000884443276599446,1.321377158164978
2,1.4882174162483817,0.0009169110796931414,1.3048352003097534
3,1.4851496130529784,0.0009642064125854487,1.2923083305358887
4,1.4861256203465911,0.0010161067651774745,1.2829042673110962
5,1.4877823441108766,0.0010658531630440074,1.2746117115020752
6,1.4899049361821575,0.0011101773183924773,1.267869472503662
7,1.4896767639731792,0.0011471023676869413,1.260256290435791
8,1.4891051788850915,0.0011755553581934636,1.253994107246399
9,1.4863567866883833,0.0011961510370185771,1.247126579284668
10,1.4822675956555913,0.0012095378703220242,1.2403600215911865
11,1.4778974889429648,0.001216233193234722,1.2346508502960205
12,1.4698562829343524,0.0012167168699940278,1.2265129089355469
13,1.462378215321615,0.00121176278357066,1.220025658607483
14,1.4531280947761431,0.0012016856437110377,1.2127909660339355
15,1.4419457861719176,0.0011865174516725765,1.2046422958374023
16,1.4305953731077052,0.0011677257964696178,1.1970502138137817
17,1.4178010271156758,0.0011447686186258647,1.188847303390503
18,1.4035511647657846,0.0011186459834358563,1.1798219680786133
19,1.3881188862579477,0.0010890008176651655,1.1703187227249146
20,1.4008099439391184,0.0012051150215907339,1.1597869396209717
21,1.3823080089976851,0.001157034053052696,1.150901198387146
22,1.3611072886284523,0.0011087122501414676,1.1393648386001587
23,1.3395089751944589,0.0010609714420962571,1.1273146867752075
24,1.3177421338010595,0.0010144896540287961,1.1148442029953003
25,1.2979351374717836,0.0009700626597862854,1.1039226055145264
26,1.277317516229356,0.0009286033720861108,1.0915968418121338
27,1.2565413945378676,0.00089107823047132,1.0783257484436035
28,1.2414501515166596,0.0008581314519726413,1.0698238611221313
29,1.2190212544512367,0.0008304306550381662,1.0529351234436035
30,1.2039887742600401,0.0008088540218281548,1.0422179698944092
31,1.1868433068710913,0.000793576990822131,1.028127908706665
32,1.1726706840558554,0.0007849607954242351,1.0156785249710083
33,1.1604207037676748,0.0007831057304091142,1.003799557685852
34,1.1515646414109126,0.0007875128766636327,0.994062066078186
35,1.140448437629598,0.0007978069111628213,0.9808870553970337
36,1.1279696185104164,0.0008134859595259595,0.9652724266052246
37,1.127331904064051,0.0008334350163262669,0.9606449007987976
38,1.1247654551279525,0.000857658085232963,0.9532338380813599
39,1.122185982670169,0.0008855583141534574,0.9450743198394775
40,1.386136895584169,0.002242347628708199,0.9376673698425293
41,1.3754729368957144,0.0022528554691236525,0.9249018430709839
42,1.3730220349032431,0.0022688678658995772,0.9192484617233276
43,1.3774277627718174,0.002291331917172533,0.9191613793373108
44,1.3778257760072254,0.0023193948431136724,0.913946807384491
45,1.3717969036634194,0.0023494014027394,0.9019166231155396
46,1.3721071306326156,0.0023804005103598854,0.8960270285606384
47,1.378748189718579,0.0024147260750882566,0.8958029747009277
48,1.3802632638006957,0.002450391326442138,0.8901849985122681
49,1.3967629548909088,0.0024850230798134313,0.8997583389282227
50,1.3968064505624778,0.0025179843697786366,0.8932095766067505
51,1.397703112854062,0.0025507670725062413,0.8875496983528137
52,1.396691188844442,0.002581970322293042,0.8802971243858337
53,1.40216923835531,0.002616670781505858,0.8788350820541382
54,1.405826369966401,0.0026495780549711657,0.875910758972168
55,1.4042441036131699,0.0026810215839876334,0.8680397868156433
56,1.4197714494696607,0.002713073276992316,0.8771567940711975
57,1.423870782436784,0.0027489151576253566,0.8740877509117126
58,1.427090881808044,0.002786938838876493,0.8697031140327454
59,1.4362499068297514,0.0028268709531016996,0.8708757162094116
60,1.2190054168161524,0.0017394409129305544,0.8711172342300415
61,1.2155684127354403,0.001767421312105546,0.862084150314331
62,1.2236889779906657,0.0017951310576703084,0.864662766456604
63,1.2249865456430822,0.0018242713431560547,0.8601322770118713
64,1.2284427706816372,0.001852791520167677,0.8578844666481018
65,1.238550057182637,0.001880486260701851,0.8624528050422668
66,1.2317938600465457,0.0019080780915840462,0.8501782417297363
67,1.2518800797587015,0.0019336663199093827,0.865146815776825
68,1.246995964447747,0.001958140923579983,0.8553677797317505
69,1.2492262027558954,0.0019836505760238918,0.8524960875511169
70,1.2529048441610255,0.002009316145758589,0.8510416150093079
71,1.2603005608625382,0.0020356132788991775,0.8531779050827026
72,1.262869629563738,0.0020609481796714127,0.8506799936294556
73,1.2740434730573515,0.00208483622696202,0.8570762276649475
74,1.2699395141741907,0.0021084250617729007,0.8482545018196106
75,1.2807708408254364,0.0021340713033169405,0.8539565801620483
76,1.2774666571458162,0.0021617636202971046,0.8451139330863953
77,1.2804700403126723,0.002187548711256507,0.8429602980613708
78,1.2790698581750735,0.002211063292530946,0.8368571996688843
79,1.2883286926454784,0.0022313096390696773,0.842066764831543
80,1.1021282360399418,0.001318710886162844,0.838386058807373
81,1.1060942972679724,0.0013294347946742127,0.8402073383331299
82,1.1095334523057452,0.0013426492776153036,0.8410035967826843
83,1.1092643663165056,0.0013561051710829556,0.8380433320999146
84,1.1011609266054156,0.0013719867814836512,0.8267635703086853
85,1.1137345522903386,0.0013872370572204306,0.8362871408462524
86,1.1180045650736026,0.0014018392793017293,0.8376367092132568
87,1.1116901740946872,0.0014169058727813279,0.8283089995384216
88,1.1204123674365025,0.0014322290711264512,0.8339665532112122
89,1.1233543547336373,0.001447380976053135,0.8338781595230103
90,1.123091840207164,0.0014635033580640182,0.8303911685943604
91,1.1242890123651033,0.001477634193562271,0.8287621736526489
92,1.1312243770633714,0.0014908184762172782,0.8330606818199158
93,1.1276911917238106,0.0015025123074197122,0.8271887302398682
94,1.1334634905909085,0.0015170454411976451,0.8300544023513794
95,1.1300903708325452,0.001535020247393164,0.8230863213539124
96,1.1390290354684596,0.0015545368666428346,0.8281216621398926
97,1.1390184122913127,0.001576028743680838,0.8238126635551453
98,1.1373064803484625,0.0015947939392941927,0.818347692489624
99,1.1498576962645095,0.0016103553591644974,0.8277866244316101
100,1.031648714928699,0.0010419098515752575,0.8232667446136475
101,1.042879454704214,0.0010521173100277222,0.8324559926986694
102,1.0314003980570754,0.001064031797852973,0.8185940384864807
103,1.0406315163707636,0.001077893294858884,0.8250528573989868
104,1.0350920819327116,0.0010940645451768633,0.8162791728973389
105,1.0460193081743412,0.0011105918507014181,0.8239009380340576
106,1.0372284883843208,0.0011262152764133344,0.811985433101654
107,1.0488538419482205,0.0011389522131667004,0.8210633993148804
108,1.0522898590210865,0.0011504200873989812,0.8222058415412903
109,1.0534567349081276,0.0011628804171706427,0.820880651473999
110,1.0478413413963952,0.0011761115546038941,0.8126190304756165
111,1.0580142061788715,0.0011898398006354156,0.8200462460517883
112,1.0578725451085955,0.001204699036406473,0.816932737827301
113,1.0529624215980766,0.0012197747787934534,0.809007465839386
114,1.0564406386399015,0.0012338259177325887,0.8096754550933838
115,1.0690470530264438,0.0012473950751984415,0.8195680379867554
116,1.06222146783548,0.0012606117146351638,0.8100991249084473
117,1.0682544554224604,0.001273485047097501,0.8135574460029602
118,1.0760771283701196,0.0012862659738437008,0.8188239336013794
119,1.075769364294723,0.0013001129004225902,0.8157467842102051
120,0.9656473973882779,0.0007947841184797806,0.8066905736923218
121,0.9741523739280411,0.0008049231154631119,0.8131677508354187
122,0.9631269486126511,0.0008154445446417772,0.8000380396842957
123,0.9741749670222266,0.0008254524599089544,0.8090844750404358
124,0.9778661769229587,0.0008345136253031175,0.8109634518623352
125,0.9728568130474333,0.0008432009487057947,0.8042166233062744
126,0.9768324502858476,0.0008514672560259487,0.806538999080658
127,0.9851306002227246,0.000861261447711676,0.8128783106803894
128,0.9860146838526758,0.000872320631196515,0.8115505576133728
129,0.9768471822498989,0.0008840448187583445,0.80003821849823
130,0.9805354868640701,0.0008946173366259539,0.8016120195388794
131,0.9830261952465578,0.0009036093387930613,0.8023043274879456
132,0.9901715721108192,0.0009128795094379156,0.8075956702232361
133,0.9864252434519383,0.0009232090047734243,0.8017834424972534
134,0.9874525805643275,0.0009341306191340456,0.8006264567375183
135,0.9905006750996511,0.0009452685041107739,0.8014469742774963
136,0.989938125963809,0.0009557556408435205,0.798786997795105
137,0.9973815027944413,0.000964967878695412,0.8043879270553589
138,1.0057092018796776,0.0009738065341481444,0.8109478950500488
139,0.9983259425685207,0.0009825003078209361,0.8018258810043335
140,0.9278196332956835,0.0006154949655659418,0.8047206401824951
141,0.9191980073387719,0.0006228511082804683,0.7946277856826782
142,0.94061524349739,0.0006307739356304134,0.8144604563713074
143,0.9371553515446628,0.0006397806878151718,0.8091992139816284
144,0.9311980104462132,0.0006492236733515187,0.8013532757759094
145,0.9368801357799301,0.0006581239116457749,0.8052553534507751
146,0.926746801349698,0.0006670627783396764,0.7933342456817627
147,0.9347993690695117,0.0006753724609443294,0.7997248768806458
148,0.9354618018083537,0.0006825923051500142,0.7989433407783508
149,0.9411326391479526,0.0006901674186096361,0.8030991554260254
150,0.9284522012045355,0.0006988332048904753,0.7886855602264404
151,0.9460204202474142,0.0007080843838756208,0.80440354347229
152,0.9392845985401594,0.0007180248484556493,0.7956796288490295
153,0.943968797585439,0.0007283122582290133,0.7983063459396362
154,0.9459390792020314,0.0007384271188418829,0.7982536554336548
155,0.9429214750370168,0.0007472128444119215,0.7934789061546326
156,0.9501267919094416,0.0007551632568990453,0.7990941405296326
157,0.9460158798888679,0.0007624315489308816,0.7935295701026917
158,0.952487930452954,0.0007699512680179437,0.7984976768493652
159,0.9489393871103848,0.0007776218856747574,0.7934150099754333
160,0.8867824159692143,0.0004606971555105916,0.794642984867096
161,0.8912862917953445,0.0004672871933250195,0.7978288531303406
162,0.8882395901980428,0.00047393484845878085,0.7934526205062866
163,0.8899124187824027,0.00048012491196239797,0.7938874363899231
164,0.8905447648696461,0.000485756360854883,0.7933934926986694
165,0.8949562459197887,0.000490722730262701,0.7968116998672485
166,0.8878808626213157,0.0004953220529747424,0.7888164520263672
167,0.8907145318492129,0.0005002197906890882,0.7906705737113953
168,0.889367110453084,0.0005056569324038171,0.7882357239723206
169,0.8932053499841087,0.0005113944676634634,0.790926456451416
170,0.8942846993304335,0.0005176960129027781,0.7907454967498779
171,0.9028202428902065,0.0005229804587785777,0.798224151134491
172,0.899243830222674,0.0005281436372736479,0.7936151027679443
173,0.8980722352880911,0.0005332970246765395,0.7914128303527832
174,0.9046503212435277,0.0005379288923657102,0.7970645427703857
175,0.898875373891376,0.000542773397224061,0.7903206944465637
