it,error
0,1.3732799397588284
1,1.3037518068102507
2,2.404625008967927
3,1.1498624027972426
4,1.198792903259857
5,1.2364902657230146
6,1.2017063924900786
7,1.1418780965433044
8,1.0885771273178422
9,1.038858849810601
10,1.0189210266474908
11,1.0025378116699215
12,1.017300521630388
13,1.0170447353000673
14,0.9908960610527784
15,0.9806851660662286
16,0.9685483301757765
17,0.9613416370396473
18,0.9526292579961739
19,0.9497910551370785
20,0.9487201810677987
21,0.9434141140743085
22,0.9336369551604697
23,0.9281186062478362
24,0.9146895663678323
25,0.9159156160298311
26,0.9063416428917993
27,0.9052001421670325
28,0.9018782680525022
29,0.900120174560266
30,0.90640375356823
31,0.8968738066053693
32,0.8941816978394298
33,0.8881285229179826
34,0.8836415438868733
35,0.8784444508888637
36,0.8842242814912096
37,0.8794169034361693
38,0.8699898133033338
39,0.8809947488503496
40,0.868386795316227
41,0.8723043825702618
42,0.8678052561253045
43,0.8690804378199997
44,0.8717792388964135
45,0.8669969693753332
46,0.8606978934819997
47,0.865638185664706
48,0.8562400964186624
49,0.858614444480965
50,0.8558496577463641
51,0.8600890239358775
52,0.8540967577643674
53,0.8660991933262089
54,0.8636551359612319
55,0.8608316980027494
56,0.8583816874174599
57,0.853731161065722
58,0.8555825016406344
59,0.8463584493076779
60,0.8518824673975313
61,0.8476066967593016
62,0.8496514436278642
63,0.8490321456876955
64,0.8361775556643918
65,0.8421659937540631
66,0.8364428956731252
67,0.8527304766923804
68,0.8436183095988503
69,0.8319261338419711
70,0.84469551819319
71,0.8446746419348629
72,0.8431650602617397
73,0.839314860236994
74,0.8334413363758432
75,0.8450059358105275
76,0.8496039548264017
77,0.8421030238859857
78,0.8334553036842294
79,0.8372949490200955
80,0.8334753143002999
81,0.8395351286624658
82,0.8351085825408832
83,0.8359641929124615
84,0.8340238863577799
85,0.8454904826321675
86,0.8359755577435836
87,0.8332030371353196
88,0.8329063944308298
89,0.8436080492123614
90,0.8315780356074217
91,0.8333279675134964
92,0.8416806226797576
93,0.8439068580815615
94,0.8341693804126752
95,0.8377876782497429
96,0.8326400495440192
97,0.8334297863560123
98,0.8315632877211626
99,0.8236112225138799
100,0.8389891030676297
101,0.8361433583433354
102,0.8305918074171491
103,0.8290602230252645
104,0.8374170493364939
105,0.8369412979868434
106,0.8342790442964106
107,0.8294962531350742
108,0.830330731128812
109,0.8423686513416857
110,0.8396613254035028
111,0.8254317530090559
112,0.8139948919986841
113,0.8245213890472953
114,0.8310152258230391
115,0.8398265488972202
116,0.8279157171430467
117,0.8303858595575044
118,0.8250963217851718
119,0.8292769727179563
120,0.8340051571179178
121,0.8253809139055692
122,0.8374475859703442
123,0.8346708266680397
124,0.830836351413682
125,0.8226655000207312
126,0.8350527801322989
127,0.832776464350313
128,0.8306208178717805
129,0.8298596814129237
130,0.8283849000409986
131,0.8304278333612198
132,0.8156195419527975
133,0.8250219253311736
134,0.8245875485482541
135,0.8197135924849984
136,0.8273784324216363
137,0.8223501767218057
138,0.8294084726738943
139,0.8288145890761297
140,0.8223953972443709
141,0.8299086259618714
142,0.8196671208335479
143,0.8278144384123856
144,0.8261984505681357
145,0.8279791879838686
146,0.8247881418454179
147,0.823684094076088
148,0.8297174375838388
149,0.8231381384504535
150,0.8192030016075038
151,0.8329659958805774
152,0.8199201453277944
153,0.8266227593701776
154,0.8210337071243488
155,0.8204098872945695
156,0.8221568036042936
157,0.8254824935831689
158,0.8214165228223573
159,0.8305169300915873
160,0.8247973120697722
161,0.8243409676314233
162,0.8303384491313057
163,0.8339309056646582
164,0.8213957374185116
165,0.8218600558351558
166,0.8238757280394814
167,0.8319678200649377
168,0.8152426307467505
169,0.8329365579164508
170,0.8223154164112287
171,0.8259299714376314
172,0.8319781467570677
173,0.8171109254033372
174,0.8249288572423643
175,0.8266351675686535
176,0.8237558580367039
177,0.818196394496765
178,0.8236447138584934
179,0.8224631750223667
180,0.8178338738524783
181,0.8249376048651932
182,0.8204927007057703
183,0.83279981125936
184,0.8249753155678646
185,0.8198461334820374
186,0.8207696563043247
187,0.8358483986259241
188,0.8238761700602584
189,0.8253199297306357
190,0.8233488227420842
191,0.8143956383155205
192,0.8186785943051553
193,0.8233325046384533
194,0.8201180533842519
195,0.8154833934041762
196,0.8237076838334467
197,0.8137901908036409
198,0.8207054838152376
199,0.8217988484221768
